company,jname,jtxt,mount,salary
池州市同辉旅馆有限公司,烧饭阿姨,"贵池区/城区,经验不限,学历不限",[若干人],2千-3千/月
池州市同辉旅馆有限公司,招聘前台,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市同辉旅馆有限公司,招聘PA大姐,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市同辉旅馆有限公司,招聘前台接待,"贵池区/城区,经验不限,学历不限",[若干人],2千5-5千/月
池州名文教育咨询有限公司,校区主管/执行校长,"贵池区,经验不限,学历不限",[1人],面议
池州名文教育咨询有限公司,诚聘幼/少儿英语老师,"贵池区,经验不限,大专",[6人],4千-6千/月
安徽高升建筑安装工程有限公司,建造师、监理工程师,"青阳县,经验不限,学历不限",[若干人],面议
安徽蓝沃克环保科技有限公司,维修电工,"贵池区/乡镇,经验不限,学历不限",[若干人],面议
池州正万护栏有限公司,电商运营,"贵池区,经验不限,学历不限",[若干人],面议
池州正万护栏有限公司,电子商务运营若干名,"贵池区,经验不限,学历不限",[若干人],面议
安徽当代九开置业有限公司,权证主管,"青阳县,1-3年,大专",[若干人],5千-7千/月
安徽当代九开置业有限公司,销售主管,"青阳县,5-10年,高中",[1人],面议
安徽当代九开置业有限公司,报建主管,"青阳县,1-3年,大专",[若干人],6千-9千/月
安徽当代九开置业有限公司,设计实习生,"青阳县,经验不限,本科",[若干人],2千-2千5/月
安徽当代九开置业有限公司,置业顾问/房产销售,"青阳县,经验不限,学历不限",[若干人],4千5-9千/月
池州市栋豪摩托车有限公司,电脑操作员,"贵池区/城区,经验不限,学历不限",[若干人],2千5-3千/月
池州市栋豪摩托车有限公司,驾驶员,"贵池区/城区,经验不限,学历不限",[若干人],3千-4千/月
池州市栋豪摩托车有限公司,导购员,"贵池区/城区,经验不限,学历不限",[若干人],2千5-3千/月
池州市栋豪摩托车有限公司,电脑操作员,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州有米网络科技有限公司,人事专员,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州有米网络科技有限公司,文员,"贵池区/城区,经验不限,学历不限",[若干人],3千-5千/月
池州有米网络科技有限公司,文员,"贵池区/城区,经验不限,学历不限",[若干人],3千-5千/月
池州祥云装饰有限公司,设计师,"贵池区/城区,经验不限,学历不限",[若干人],3千-5千/月
池州祥云装饰有限公司,导购员/销售经理,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州祥云装饰有限公司,市场经理,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
池州祥云装饰有限公司,销售经理,"贵池区/城区,经验不限,学历不限",[若干人],2千5-4千/月
池州市瑞德贸易有限公司,区域经理,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州飞鸣网络科技发展有限责任公司,电脑技术员,"贵池区,经验不限,学历不限",[5人],2千5-4千/月
池州现代电子工程有限公司,技术员,"贵池区,经验不限,高中",[若干人],3千-5千/月
安徽省金盛磷铜科技有限公司,会计,"贵池区,经验不限,学历不限",[若干人],面议
安徽省金盛磷铜科技有限公司,出纳,"贵池区,3-5年,学历不限",[1人],面议
安徽省金盛磷铜科技有限公司,办公室文员,"贵池区,经验不限,大专",[2人],面议
安徽省金盛磷铜科技有限公司,业务员,"贵池区,经验不限,大专",[2人],面议
安徽省金盛磷铜科技有限公司,普工,"贵池区,经验不限,学历不限",[5人],面议
池州融达汽车销售服务有限公司,车贷业务员,"贵池区/城区,经验不限,学历不限",[若干人],面议
中国十七冶集团有限公司池州海螺项目部,土建资料员,"贵池区/乡镇,经验不限,学历不限",[若干人],4千-4千5/月
中国十七冶集团有限公司池州海螺项目部,土建技术员,"贵池区/乡镇,经验不限,学历不限",[若干人],4千-5千/月
安徽九华山旅游发展股份有限公司池州九之旅旅行社,业务员、导游员,"九华山,经验不限,学历不限",[若干人],面议
安徽九华山旅游发展股份有限公司池州九之旅旅行社,九华旅游高铁服务中心业务员,"贵池区,经验不限,本科",[1人],面议
安徽九华山旅游发展股份有限公司池州九之旅旅行社,导游员,"九华山,经验不限,学历不限",[若干人],面议
安徽九华山旅游发展股份有限公司池州九之旅旅行社,业务员,"九华山,经验不限,学历不限",[若干人],面议
黄厨匠酒店,服务员,"贵池区/城区,经验不限,学历不限",[若干人],面议
黄厨匠酒店,店长,"贵池区/城区,经验不限,学历不限",[若干人],4千-6千/月
广州鑫悍克商贸有限公司,建筑工程师,"贵池区,10年以上,大专",[若干人],面议
广州鑫悍克商贸有限公司,中级道桥工程师,"贵池区,10年以上,大专",[5人],面议
池州市萍缘堂食品商行,保健食品销售专员,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市萍缘堂食品商行,销售代表,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
池州康有保网络科技有限公司,平面设计,"贵池区,经验不限,学历不限",[若干人],2千5-5千/月
池州康有保网络科技有限公司,文案编辑,"贵池区,经验不限,学历不限",[若干人],2千5-4千/月
池州市睿通电子,文員,"贵池区,无经验,高中",[1人],面议
池州市睿通电子,信息技术员,"贵池区,经验不限,高中",[1人],3千/月
贵池区莱客假日宾馆,前台收银,"贵池区,经验不限,学历不限",[1人],面议
贵池卡贝形象设计理发店,美发,"贵池区/城区,经验不限,学历不限",[若干人],2千5-5千/月
贵池卡贝形象设计理发店,美发,"贵池区/城区,经验不限,学历不限",[若干人],0千9-1千8/月
池州云益诺网络科技有限公司,市场推广专员,"贵池区,经验不限,学历不限",[20人],2千-4千/月
池州云益诺网络科技有限公司,营销企划经理,"贵池区,3-5年,本科",[1人],5千-1万/月
池州市康诺大药房,护士,"贵池区/城区,经验不限,学历不限",[若干人],2千-4千/月
池州市天娱文化传媒有限公司,网络主播,"贵池区,经验不限,学历不限",[若干人],3千-6千/月
池州电信三台山代办点,电信营业厅营业员,"贵池区/城区,经验不限,学历不限",[若干人],2千5-3千5/月
米奇牛排馆,西餐厅服务员,"贵池区/城区,经验不限,学历不限",[若干人],2千6-3千2/月
米奇牛排馆,餐厅服务员,"贵池区/城区,经验不限,学历不限",[若干人],2千4-3千/月
米奇牛排馆,餐厅服务员,"贵池区/城区,经验不限,学历不限",[若干人],2千4-3千/月
米奇牛排馆,西餐学徒,"贵池区/城区,经验不限,学历不限",[若干人],2千2-3千4/月
米奇牛排馆,服务员,"贵池区/城区,经验不限,学历不限",[若干人],2千4-2千8/月
贵池区牧语家居店,淘宝运营 补单,"贵池区,1年以下,高中",[30人],3千-5千/月
上海倚玄实验室设备有限公司,文员,"贵池区,1-3年,大专",[1人],面议
贵池区上一层私房菜馆,服务员,"贵池区,经验不限,学历不限",[若干人],2千7-3千/月
贵池区香吧岛龙虾馆,厨师,"贵池区,经验不限,学历不限",[若干人],6千-1万/月
贵池区香吧岛龙虾馆,服务员,"贵池区,经验不限,学历不限",[若干人],4千-6千/月
广州巨浪展览策划有限公司,展览业务员,"青阳县,经验不限,学历不限",[10人],2千5-3千5/月
广州巨浪展览策划有限公司,业务员,"青阳县,经验不限,学历不限",[10人],2千5-3千5/月
平天湖风景区时光机经营部,淘宝美工,"贵池区/城区,经验不限,学历不限",[若干人],2千5-4千5/月
平天湖风景区时光机经营部,淘宝美工,"贵池区/城区,经验不限,学历不限",[若干人],2千5-5千/月
池州连连看网络科技有限公司,商务经理两名,"贵池区,3-5年,大专",[2人],5千-8千/月
池州连连看网络科技有限公司,商务谈判经理,"贵池区,3-5年,大专",[2人],5千-8千/月
池州连连看网络科技有限公司,商务经理,"贵池区,3-5年,大专",[1人],5千-1万/月
安徽长钰建设有限公司,项目经理,"青阳县,经验不限,学历不限",[若干人],面议
池州市美丽阿姨演艺传媒有限公司,助教,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市美丽阿姨演艺传媒有限公司,科学老师,"贵池区/城区,经验不限,学历不限",[若干人],面议
平天湖风景区觅餹蛋糕店,前台收银员,"贵池区,经验不限,学历不限",[若干人],1千8-3千/月
平天湖风景区觅餹蛋糕店,蛋糕师，学徒,"贵池区,经验不限,学历不限",[若干人],1千8-3千5/月
盛川园林,预算员,"贵池区/城区,经验不限,大专",[2人],2千-4千/月
盛川园林,造价师/预算师,"贵池区,经验不限,大专",[2人],2千-3千5/月
盛川园林,市政二级建造师,"贵池区,1-3年,中专",[3人],面议
盛川园林,预算员,"贵池区/城区,1-3年,大专",[2人],2千5-3千5/月
盛川园林,带班,"贵池区/城区,1年以下,初中",[1人],2千5-3千2/月
安徽省高速公路联网运营有限公司,客服员,"贵池区,经验不限,大专",[1人],面议
阳光人寿保险股份有限公司池州中心支公司,综合金融理财师,"贵池区/城区,经验不限,学历不限",[若干人],面议
阳光人寿保险股份有限公司池州中心支公司,综合金融理财师,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市浩瀚文化传媒有限公司,网络主播,"贵池区,经验不限,学历不限",[10人],5千-1万/月
池州市浩瀚文化传媒有限公司,签约艺人,"贵池区,经验不限,学历不限",[10人],5千-1万/月
明发集团池州房地产开发有限公司,行政专员,"贵池区,1-3年,大专",[1人],面议
明发集团池州房地产开发有限公司,开发经理,"贵池区,3-5年,大专",[1人],面议
池州市贵池区好喜好酒楼,服务员,"贵池区/城区,经验不限,学历不限",[若干人],2千8-3千/月
池州市贵池区好喜好酒楼,洗碗工,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市贵池区好喜好酒楼,后堂,"贵池区/城区,经验不限,学历不限",[若干人],2千5-3千/月
池州市松鼠智适应文化发展有限公司,课程顾问/销售,"贵池区,经验不限,大专",[10人],4千-6千/月
池州市松鼠智适应文化发展有限公司,前台接待,"贵池区,经验不限,学历不限",[1人],1千8-2千5/月
贵池区凌丽娟食品店,业务员,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽华宇物业发展有限公司,主办会计,"贵池区,5-10年,大专",[若干人],6千-7千/月
安徽华宇物业发展有限公司,管理员,"贵池区,无经验,初中",[若干人],2千-2千5/月
安徽华宇物业发展有限公司,保洁,"贵池区,经验不限,学历不限",[若干人],面议
安徽华宇物业发展有限公司,保安,"贵池区,1年以下,初中",[若干人],面议
安徽华宇物业发展有限公司,水电工,"贵池区,1-3年,初中",[若干人],2千-3千/月
安徽九华乾坤文化旅游发展有限责任公司,保安门卫,"青阳县,经验不限,学历不限",[1人],1千5-2千5/月
安徽九华乾坤文化旅游发展有限责任公司,水电安装/成本/景观设计,"青阳县,3-5年,大专",[1人],5千-9千/月
池州市房聚文化传媒有限公司,销售顾问、金融经理、行政经理、财务经理…,"贵池区,经验不限,学历不限",[若干人],面议
池州市房聚文化传媒有限公司,普工、测量员、PE工程师、财务总监、技术员…,"贵池区,经验不限,学历不限",[若干人],面议
池州精研新能源科技有限公司,实验员,"贵池区,1-3年,中技",[2人],3千-4千/月
池州精研新能源科技有限公司,研发工程师助理,"贵池区/乡镇,经验不限,大专",[5人],3千-6千/月
池州市贵池区悦人耳目足疗养生会所,足疗按摩技师,"贵池区/城区,经验不限,学历不限",[若干人],4千5-8千/月
池州波涛装饰工程有限公司,网页推广、美工,"贵池区,1-3年,学历不限",[1人],2千5-5千/月
池州波涛装饰工程有限公司,网络策划,"贵池区,经验不限,学历不限",[若干人],2千5-5千/月
池州波涛装饰工程有限公司,项目经理,"贵池区,经验不限,学历不限",[2人],面议
池州波涛装饰工程有限公司,营销部经理,"贵池区,5-10年,学历不限",[1人],4千-7千/月
池州波涛装饰工程有限公司,设计师助理,"贵池区,1-3年,中技",[2人],0千8-1千4/月
池州波涛装饰工程有限公司,工程部监理,"贵池区,5-10年,学历不限",[1人],2千4-4千8/月
池州波涛装饰工程有限公司,材料员,"贵池区,3-5年,大专",[1人],2千4-4千8/月
池州波涛装饰工程有限公司,电话销售,"贵池区,经验不限,高中",[4人],2千5-5千/月
池州梁宏置业有限公司,职业顾问渠道专员,"贵池区,经验不限,学历不限",[5人],3千2-3千5/月
池州梁宏置业有限公司,渠道专员,"贵池区,经验不限,学历不限",[10人],3千2-3千5/月
池州波涛装饰工程有限公司,室内室外装潢设计师,"贵池区,3-5年,大专",[6人],5千-1万/月
池州市江南市政公用工程有限公司,洒水车司机,"贵池区/乡镇,经验不限,学历不限",[若干人],面议
池州市江南市政公用工程有限公司,公路 市政 标书制作,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市江南市政公用工程有限公司,司机,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市江南市政公用工程有限公司,洒水车司机,"贵池区/乡镇,经验不限,学历不限",[若干人],3千-4千/月
池州名巢靓家装饰工程有限公司,室内外装潢设计师,"贵池区/城区,经验不限,学历不限",[若干人],5千-1万/月
池州名巢靓家装饰工程有限公司,市场部经理,"贵池区,经验不限,大专",[若干人],4千-6千/月
万成物业服务,物业工程人员,"贵池区,1-3年,高中",[若干人],面议
万成物业服务,物业管理员,"贵池区/城区,经验不限,学历不限",[若干人],面议
万成物业服务,万成物业招聘客服、管理员、保安、保洁,"贵池区,经验不限,学历不限",[若干人],面议
万成物业服务,物业客服,"贵池区,经验不限,学历不限",[若干人],面议
万成物业服务,前台客服,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市华奥汽车销售服务有限公司,钣金工,"贵池区,经验不限,学历不限",[1人],面议
池州市华奥汽车销售服务有限公司,续保专员,"贵池区,经验不限,学历不限",[1人],面议
池州市华奥汽车销售服务有限公司,服务顾问,"贵池区,经验不限,学历不限",[1人],面议
池州市华奥汽车销售服务有限公司,销售顾问,"贵池区,经验不限,学历不限",[3人],面议
池州市家乐文化传媒有限公司,销售 市场推广 广告业务,"贵池区,1-3年,学历不限",[2人],4千-8千/月
安徽省三星徽煌装饰设计工程有限公司,前台客服,"贵池区/城区,经验不限,学历不限",[若干人],2千5-5千/月
安徽省三星徽煌装饰设计工程有限公司,客户经理,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
安徽省三星徽煌装饰设计工程有限公司,设计师,"贵池区/城区,经验不限,学历不限",[若干人],4千5-9千/月
安徽省三星徽煌装饰设计工程有限公司,设计师助理,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
安徽陌上星企业管理有限公司,财务经理,"青阳县,5-10年,大专",[1人],面议
安徽陌上星企业管理有限公司,厂长助理,"青阳县,无经验,大专",[1人],3千-5千/月
池州市博悦汽车维保服务有限公司,销售经理,"贵池区/城区,经验不限,学历不限",[若干人],4千-8千/月
池州市博悦汽车维保服务有限公司,销售顾问,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州镜面皮肤管理中心,美容师,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
安徽柯力电气制造有限公司,装配工,"青阳县,经验不限,初中",[20人],5千-8千/月
安徽柯力电气制造有限公司,财务经理,"青阳县,5-10年,大专",[1人],7千-9千/月
安徽柯力电气制造有限公司,品质管理（进料检验、制程检验）,"青阳县,1-3年,大专",[1人],3千5-4千/月
安徽柯力电气制造有限公司,储备干部,"青阳县,经验不限,中专",[3人],2千-4千/月
安徽柯力电气制造有限公司,生产管理,"青阳县,3-5年,大专",[若干人],4千-6千/月
池州启亚广告传媒有限公司,广告学徒,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州启亚广告传媒有限公司,普工,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州启亚广告传媒有限公司,广告操作工,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州启亚广告传媒有限公司,平面设计,"贵池区/城区,经验不限,学历不限",[若干人],面议
平天湖风景区母婴坊婴童经营部,惠东商贸,"贵池区/城区,经验不限,学历不限",[若干人],3千-5千/月
平天湖风景区母婴坊婴童经营部,店长,"贵池区/城区,经验不限,学历不限",[若干人],面议
伊人婚庆,婚庆布置负责人,"贵池区,经验不限,学历不限",[若干人],面议
伊人婚庆,婚庆公司招酒店场布人员,"贵池区/城区,经验不限,学历不限",[10人],面议
学思行教育课外辅导公司,晚自习辅导老师,"贵池区/城区,经验不限,学历不限",[若干人],0千8-1千/月
安徽新彩虹饲料科技有限公司,生产库管,"贵池区,1-3年,中技",[2人],3千-4千/月
安徽新彩虹饲料科技有限公司,真空冻干设备自动生产线操作工,"贵池区,1-3年,中技",[4人],3千5-4千/月
安徽新彩虹饲料科技有限公司,生产管理会计,"贵池区,1-3年,大专",[2人],4千/月
池州市九华府金莲智慧农业有限公司,淘宝店铺招牌包装人员,"贵池区,经验不限,初中",[3人],2千2-3千/月
池州市九华府金莲智慧农业有限公司,小包裹包装人员,"贵池区,经验不限,高中",[3人],2千2-2千8/月
池州市站前区阳光商务宾馆,酒店店长/储备店长,"贵池区,1-3年,学历不限",[5人],4千5-7千/月
贵池区艺菲造型理发店,理发店招洗头大姐,"贵池区,经验不限,学历不限",[1人],面议
池州市站前区阳光商务宾馆,酒店前台主管,"贵池区,1-3年,学历不限",[5人],3千-5千/月
安徽易硕医学科技,办公室储备干部,"贵池区,经验不限,大专",[2人],4千-6千/月
安徽易硕医学科技,业务员,"贵池区,经验不限,高中",[10人],5千-8千/月
众联房产有限公司,房产销售精英,"贵池区/城区,经验不限,高中",[4人],5千-8千/月
众联房产有限公司,房产经纪 人,"贵池区/城区,经验不限,学历不限",[4人],5千-8千/月
池州市阳光康复中心,早教老师,"贵池区,经验不限,学历不限",[2人],面议
池州市阳光康复中心,康复训练师,"贵池区,经验不限,大专",[3人],2千-3千/月
池州鑫盛汽车销售服务有限公司,办公文员,"贵池区/城区,经验不限,高中",[1人],面议
池州鑫盛汽车销售服务有限公司,汽车品牌经理,"贵池区/城区,经验不限,高中",[若干人],面议
池州市忆超凡教育咨询有限公司,老师,"贵池区,经验不限,大专",[5人],3千-6千/月
池州市忆超凡教育咨询有限公司,招生老师,"贵池区,经验不限,大专",[10人],3千-6千/月
当哥服饰经营部,客服,"贵池区,经验不限,学历不限",[10人],面议
贵池区艾丝美发店,发型师助理学徒,"贵池区/城区,经验不限,学历不限",[若干人],2千-4千/月
贵池区艾丝美发店,发型师助理学徒,"贵池区/城区,经验不限,学历不限",[若干人],3千5-7千/月
安徽江南爆破工程有限公司池州分公司,招出纳一名,"贵池区,1-3年,大专",[1人],2千5/月
池州市鼎街商业管理有限公司,会计,"贵池区,1-3年,大专",[2人],面议
池州市池城网络科技有限公司,电脑技术员,"贵池区,经验不限,学历不限",[若干人],面议
池州市池城网络科技有限公司,复合机维修,"贵池区,经验不限,学历不限",[若干人],3千-6千/月
江阴优乐童装有限公司,淘宝客服,"贵池区,经验不限,学历不限",[10人],2千-3千/月
江阴优乐童装有限公司,仓库打包分拣员,"贵池区,经验不限,学历不限",[2人],2千-3千/月
安徽石台旅游发展股份有限公司园林管理分公司,售票员,"贵池区/乡镇,经验不限,学历不限",[若干人],面议
安徽石台旅游发展股份有限公司园林管理分公司,检票员,"贵池区/乡镇,经验不限,学历不限",[若干人],面议
池州市鸿兴建筑安装工程有限责任公司,办公室助理,"贵池区,经验不限,大专",[若干人],面议
安徽石台旅游发展股份有限公司园林管理分公司,驾驶员,"石台县,3-5年,高中",[5人],面议
YUNSHUO允硕,导购,"贵池区,经验不限,学历不限",[4人],3千5-7千/月
池州爱尔眼科医院有限公司,市场部主任/拓展专员,"贵池区,3-5年,大专",[6人],面议
池州爱尔眼科医院有限公司,行政人资主任,"贵池区,3-5年,本科",[1人],面议
池州市黄埔中学,招聘高中英语教师,"贵池区,经验不限,学历不限",[若干人],3千5-6千5/月
池州市黄埔中学,高中教师,"贵池区,经验不限,本科",[若干人],3千-5千5/月
池州市黄埔中学,招聘分管教学副校长,"贵池区,经验不限,学历不限",[若干人],面议
池州市黄埔中学,高中任课教师,"贵池区,经验不限,本科",[若干人],面议
安徽罗曼缘酒店管理有限公司,市场营销经理,"贵池区/城区,经验不限,学历不限",[若干人],5千-7千/月
安徽罗曼缘酒店管理有限公司,前台接待,"贵池区/城区,经验不限,学历不限",[若干人],4千-6千/月
安徽昊天物业服务有限公司池州分公司,水电工,"贵池区/城区,1-3年,高中",[3人],2千5-3千/月
贵池区巨石纯歌娱乐会所,巨石纯歌KTV服务生,"贵池区/城区,经验不限,学历不限",[若干人],2千6-3千/月
合肥诺成教育池州分校,中学数学老师,"贵池区,经验不限,大专",[若干人],3千-5千/月
合肥诺成教育池州分校,中学英语，数学教师,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
合肥诺成教育池州分校,中学理化教师,"贵池区/城区,1-3年,本科",[若干人],3千-4千/月
合肥诺成教育池州分校,前台,"贵池区/城区,1年以下,学历不限",[若干人],2千-3千/月
合肥诺成教育池州分校,中学英语教师,"贵池区/城区,1-3年,本科",[若干人],3千-4千/月
安徽绿港农仓电子商务有限公司,出纳,"贵池区,经验不限,学历不限",[若干人],2千-4千/月
安徽绿港农仓电子商务有限公司,美工,"贵池区,经验不限,学历不限",[若干人],3千-6千/月
池州市安康房产经纪有限公司,二手房销售精英,"贵池区/城区,经验不限,高中",[10人],3千-5千/月
池州市安康房产经纪有限公司,店长/卖场经理,"贵池区/城区,1-3年,大专",[2人],5千-8千/月
安徽省九华山陵园有限公司,业务专员,"贵池区,1-3年,学历不限",[10人],面议
安徽省九华山陵园有限公司,业务组长,"贵池区,1-3年,高中",[2人],面议
池州君达牧业有限公司,销售,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州君达牧业有限公司,业务经理,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州汉诺威机电设备科技有公司,电气工程师,"贵池区,经验不限,学历不限",[若干人],3千5-5千/月
池州汉诺威机电设备科技有公司,淘宝美工,"贵池区,经验不限,学历不限",[若干人],3千-5千/月
学未央教育,招各科全职教师,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽省金匠雕塑有限公司,生产主管,"青阳县,3-5年,大专",[1人],6千-1万2/月
九华山九莲苑宾馆,客房服务员,"九华山/景区,经验不限,学历不限",[若干人],2千7-3千5/月
九华山九莲苑宾馆,前台接待,"九华山/景区,经验不限,高中",[4人],3千-4千/月
九华山九莲苑宾馆,前台接待,"九华山,经验不限,学历不限",[3人],3千-4千/月
九华山九莲苑宾馆,营销经理,"九华山,1年以下,学历不限",[1人],面议
平天湖风景区古月装潢设计中心,销售客服,"贵池区/城区,经验不限,学历不限",[若干人],面议
平天湖风景区古月装潢设计中心,设计师,"贵池区/城区,经验不限,学历不限",[若干人],面议
贵池区王霞仓储服务部,驾驶员,"贵池区,1-3年,高中",[1人],4千5-6千/月
池州极光信息技术有限公司,售后工程师,"贵池区,1-3年,高中",[若干人],3千-6千/月
池州极光信息技术有限公司,销售精英,"贵池区,1-3年,高中",[3人],2千5-5千/月
池州极光信息技术有限公司,业务经理,"贵池区,1-3年,高中",[2人],3千-6千/月
池州极光信息技术有限公司,文员,"贵池区,经验不限,大专",[1人],2千5-3千/月
安徽徽居房地产营销策划有限公司,房产经纪人,"贵池区,经验不限,初中",[30人],5千-1万/月
安徽徽居房地产营销策划有限公司,置业顾问,"贵池区,经验不限,学历不限",[若干人],5千-1万/月
池州天翔机电设备有限公司,销售工程师,"贵池区,经验不限,高中",[10人],2千5-5千/月
青阳县蓉城镇祺丰粮油商行,贵池城区商贸公司送货司机,"贵池区,1-3年,学历不限",[2人],3千5-4千5/月
青阳县蓉城镇祺丰粮油商行,贵池城区业务员,"贵池区/城区,1-3年,学历不限",[2人],面议
贵池区志翔电脑服务中心,电脑学徒,"贵池区,经验不限,学历不限",[若干人],面议
贵池区志翔电脑服务中心,渠道商务,"贵池区,经验不限,学历不限",[若干人],面议
池州市鑫富矿业有限公司,矿山后勤管理及资料员,"贵池区,经验不限,高中",[3人],面议
安徽省艺捷广告有限公司,平面设计师,"贵池区,经验不限,学历不限",[若干人],3千-5千/月
安徽速网信息技术有限公司,技术支持,"贵池区,1-3年,高中",[若干人],面议
池州市祺祥服饰有限公司,仓库管理员,"贵池区,经验不限,高中",[2人],面议
池州市祺祥服饰有限公司,文员,"贵池区,1-3年,高中",[2人],面议
池州诚工水泥预制厂,生产工人,"贵池区/乡镇,经验不限,学历不限",[若干人],5千-6千/月
池州市贵池区超港食品烘焙坊,营业员,"贵池区,经验不限,学历不限",[若干人],2千5-3千5/月
池州市贵池区超港食品烘焙坊,裱花师,"贵池区,1-3年,学历不限",[若干人],面议
池州市站前区中宇卫浴营销中心,销售经理,"贵池区/城区,经验不限,学历不限",[10人],4千-8千/月
池州市站前区中宇卫浴营销中心,电话客服,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市站前区中宇卫浴营销中心,导购,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
池州市站前区中宇卫浴营销中心,池州市中宇卫浴营销中心,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市站前区中宇卫浴营销中心,店长,"贵池区/城区,经验不限,学历不限",[2人],3千-6千/月
安徽通泰建筑工程有限公司,二级注册建造师,"贵池区,经验不限,学历不限",[若干人],面议
安徽通泰建筑工程有限公司,预算员，市政道路施工员各2名,"贵池区,1-3年,大专",[若干人],面议
安徽通泰建筑工程有限公司,预算员2名，市政道桥施工员2名,"贵池区,1-3年,大专",[若干人],面议
池州汉诺威机电设备科技有限公司,淘宝运营,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州汉诺威机电设备科技有限公司,电话销售,"贵池区/城区,1-3年,大专",[3人],面议
池州市盛尚源餐饮管理有限公司,食堂经理,"贵池区/城区,经验不限,学历不限",[若干人],3千5-7千/月
池州市盛尚源餐饮管理有限公司,仓库管理,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
安徽九华山旅游发展股份有限公司,餐厅服务员（大九华宾馆）,"贵池区/城区,经验不限,高中",[10人],3千-4千/月
安徽九华山旅游发展股份有限公司,餐厅收银员,"贵池区,1年以下,大专",[2人],3千-3千5/月
安徽九华山旅游发展股份有限公司,工程技工,"贵池区,1-3年,高中",[3人],3千3-4千/月
安徽九华山旅游发展股份有限公司,前台接待员,"贵池区,1-3年,大专",[2人],3千1-3千8/月
安徽九华山旅游发展股份有限公司,分子公司主管、领班、工程师、技工和普通员工,"九华山,经验不限,本科",[50人],4千-6千5/月
池州市创为广告有限公司,平面设计师,"贵池区,1-3年,学历不限",[2人],2千5-3千/月
池州市同泰和商贸有限公司,业务经理,"贵池区/城区,经验不限,学历不限",[若干人],2千4-3千2/月
池州市车逸轩快修服务中心,汽车维修学徒,"贵池区/城区,经验不限,学历不限",[若干人],0千5-1千/月
池州市车逸轩快修服务中心,汽车修理学徒,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市车逸轩快修服务中心,汽车修理工,"贵池区/城区,经验不限,学历不限",[若干人],2千-3千/月
池州市车逸轩快修服务中心,汽车洗车工,"贵池区/城区,经验不限,学历不限",[若干人],1千5-1千8/月
池州市江南芳芳餐饮服务有限公司,餐厅服务员（梅龙）,"贵池区,经验不限,学历不限",[3人],面议
贵池区T咪造型店,发型师，助理，技师,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州大唐钙化物有限公司,安全技术员,"贵池区,经验不限,大专",[1人],面议
池州大唐钙化物有限公司,机电维修工,"贵池区,经验不限,初中",[4人],面议
池州东辰商务信息咨询服务有限公司,客户经理,"贵池区,1-3年,学历不限",[若干人],5千-1万/月
池州市启赋少儿咨询服务有限公司,前台,"贵池区/城区,1-3年,大专",[2人],2千-3千/月
池州市启赋少儿咨询服务有限公司,实习老师,"贵池区,经验不限,大专",[2人],1千8-2千2/月
池州市启赋少儿咨询服务有限公司,早教顾问,"贵池区/城区,1-3年,大专",[若干人],2千5-5千/月
池州市启赋少儿咨询服务有限公司,授课教师,"贵池区/城区,1-3年,大专",[2人],3千-5千/月
池州市华博建筑安装工程有限公司,工程资料员,"贵池区,经验不限,学历不限",[若干人],面议
池州市华博建筑安装工程有限公司,预算员,"贵池区,1-3年,大专",[2人],面议
贵池区嘉旺厨房用具店,业务专员,"贵池区/城区,经验不限,学历不限",[若干人],面议
贵池区嘉旺厨房用具店,渠道销售经理,"贵池区/城区,经验不限,学历不限",[若干人],面议
