company,jname,jtxt,mount,salary
池州市天天快递代理点,客服前台,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州万联电子工程有限公司,通信施工人员,"青阳县/县城,经验不限,学历不限",[若干人],面议
池州万联电子工程有限公司,通信工程,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州万联电子工程有限公司,文员,"青阳县/县城,经验不限,学历不限",[若干人],面议
池州万联电子工程有限公司,项目经理,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市万众物业服务有限公司,保安,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市万众物业服务有限公司,保洁员,"贵池区/城区,经验不限,学历不限",[若干人],面议
南京千河房产经纪有限公司,售楼处置业顾问包住,"贵池区,经验不限,学历不限",[6人],5千-1万/月
池州骏升人力资源服务有限公司,普工,"贵池区/城区,经验不限,学历不限",[若干人],4千5-6千/月
池州骏升人力资源服务有限公司,电话客服,"贵池区,经验不限,高中",[20人],面议
池州骏升人力资源服务有限公司,销售,"贵池区/城区,经验不限,学历不限",[若干人],5千-8千/月
池州骏升人力资源服务有限公司,普工,"贵池区,经验不限,初中",[20人],3千-6千/月
池州骏升人力资源服务有限公司,仓库搬运员,"贵池区,经验不限,初中",[10人],4千-6千/月
池州骏升人力资源服务有限公司,室内设计,"贵池区,经验不限,学历不限",[1人],面议
池州骏升人力资源服务有限公司,电话销售,"贵池区,经验不限,大专",[2人],面议
池州骏升人力资源服务有限公司,质检,"贵池区/城区,经验不限,学历不限",[若干人],4千5-6千/月
池州港华燃气有限公司,食堂后勤,"贵池区,3-5年,初中",[1人],2千5-3千/月
池州港华燃气有限公司,门站操作工（青阳）,"青阳县,经验不限,高中",[2人],3千-3千5/月
池州港华燃气有限公司,紫荆安装员,"贵池区,1-3年,高中",[1人],面议
池州港华燃气有限公司,综合客服员（前江）,"贵池区,经验不限,中专",[1人],面议
池州港华燃气有限公司,LNG加气站加气工（青阳）,"青阳县,经验不限,学历不限",[若干人],面议
池州港华燃气有限公司,安检整改员,"贵池区,经验不限,高中",[1人],面议
池州市吉祥汽车销售服务有限公司,会计,"贵池区,3-5年,大专",[2人],3千-5千/月
池州市吉祥汽车销售服务有限公司,配件主管,"贵池区,3-5年,大专",[1人],4千-5千/月
池州春亚建材有限公司,操作工,"贵池区/城区,经验不限,学历不限",[若干人],4千5-5千5/月
池州春亚建材有限公司,主办会计,"贵池区/城区,经验不限,学历不限",[若干人],3千5-4千5/月
安徽好鲜生供应链管理有限公司,营业员,"贵池区,经验不限,学历不限",[2人],面议
池州市立木橱柜有限公司,实木橱柜渠道销售,"贵池区,1-3年,学历不限",[2人],面议
池州市立木橱柜有限公司,家具厂普工,"贵池区,经验不限,学历不限",[10人],3千-5千/月
池州市金摇篮孕婴用品经营店,导购,"贵池区/乡镇,经验不限,学历不限",[若干人],面议
池州市金摇篮孕婴用品经营店,店员,"贵池区/乡镇,经验不限,学历不限",[若干人],面议
千里马教育咨询,接送站辅导老师,"贵池区,经验不限,大专",[1人],面议
安徽嘉诺世纪地产投资顾问有限公司,置业顾问,"贵池区,经验不限,学历不限",[若干人],3千-6千/月
池州市慧创商贸有限公司,淘宝美工,"贵池区/城区,经验不限,学历不限",[若干人],3千-4千/月
池州市慧创商贸有限公司,淘宝美工,"贵池区/城区,经验不限,学历不限",[若干人],3千-4千/月
池州永达汽车贸易有限公司,文员,"贵池区,经验不限,学历不限",[若干人],面议
池州永达汽车贸易有限公司,文员/会计助理/出纳,"贵池区,1-3年,学历不限",[1人],2千-4千/月
东至亚安口腔,网络专员,"东至县,经验不限,大专",[2人],3千-5千/月
东至亚安口腔,护士,"东至县,经验不限,中专",[5人],3千-5千/月
东至亚安口腔,客服,"东至县,经验不限,高中",[5人],3千-5千/月
东至亚安口腔,助理医师/学校毕业生,"东至县,经验不限,大专",[5人],5千-1万/月
东至亚安口腔,执业医师/主治医师,"东至县,经验不限,大专",[5人],面议
东至亚安口腔,总经理助理,"东至县,1-3年,大专",[1人],5千-1万/月
东至亚安口腔,前台,"东至县,经验不限,高中",[5人],3千-5千/月
东至亚安口腔,市场专员,"东至县,经验不限,高中",[5人],面议
安徽征圣智能科技有限公司,销售部经理,"贵池区,3-5年,本科",[2人],面议
安徽征圣智能科技有限公司,业务员,"贵池区,经验不限,大专",[4人],面议
安徽征圣智能科技有限公司,网络管理员,"贵池区,1-3年,大专",[1人],2千8-3千5/月
安徽征圣智能科技有限公司,高低压电工（安装工）,"贵池区,1-3年,中专",[4人],面议
安徽征圣智能科技有限公司,软件工程师,"贵池区,1-3年,本科",[1人],5千-8千/月
安徽永利纺织科技有限公司,统计,"贵池区/乡镇,经验不限,学历不限",[若干人],3千-3千5/月
安徽永利纺织科技有限公司,仓库保管员,"贵池区/乡镇,经验不限,学历不限",[若干人],2千5/月
安徽永利纺织科技有限公司,叉车师傅,"贵池区/乡镇,经验不限,学历不限",[若干人],4千-4千5/月
安徽永利纺织科技有限公司,出纳,"贵池区/乡镇,经验不限,学历不限",[若干人],3千-3千5/月
安徽永利纺织科技有限公司,办公室文员,"贵池区/乡镇,经验不限,学历不限",[若干人],3千-4千5/月
池州瑞华商务咨询服务有限公司,市场专员,"贵池区,经验不限,学历不限",[1人],面议
池州瑞华商务咨询服务有限公司,文案策划,"贵池区,经验不限,本科",[1人],面议
安徽力合电力建设有限公司,会计,"贵池区/城区,经验不限,学历不限",[若干人],3千-4千5/月
安徽力合电力建设有限公司,电力工程预算员,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽力合电力建设有限公司,工程预算员,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽力合电力建设有限公司,会计,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市美佳装饰工程有限公司,销售,"贵池区,经验不限,学历不限",[10人],3千-5千/月
池州市赛格电脑科技服务中心,移动宽带装维经理,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市华诚知识产权事务有限公司,行政文员,"贵池区,经验不限,大专",[1人],面议
池州市华诚知识产权事务有限公司,知识产权顾问,"贵池区,经验不限,大专",[3人],面议
池州市华诚知识产权事务有限公司,法律专员,"贵池区,经验不限,本科",[1人],面议
池州市华诚知识产权事务有限公司,专利工程师或专利代理助理,"贵池区,经验不限,本科",[2人],面议
安徽凌飞农林发展有限公司,策划美工,"贵池区,1-3年,本科",[若干人],2千5-5千/月
安徽凌飞农林发展有限公司,切配师傅,"贵池区,经验不限,学历不限",[若干人],3千-4千/月
安徽凌飞农林发展有限公司,服务员,"贵池区,经验不限,学历不限",[若干人],3千-4千/月
安徽凌飞农林发展有限公司,工程部主管,"贵池区,经验不限,学历不限",[若干人],9千-1万/月
安徽凌飞农林发展有限公司,餐饮服务员,"贵池区/城区,经验不限,高中",[若干人],2千5-3千/月
安徽皖信人力资源管理有限公司池州分公司,人事客服,"贵池区,1-3年,大专",[1人],面议
池州宇和置业有限公司,前台管理、保安人员,"贵池区,经验不限,学历不限",[3人],面议
池州中诚保安服务有限公司,保安,"贵池区/城区,经验不限,学历不限",[若干人],1千8-2千6/月
池州中诚保安服务有限公司,保安,"贵池区/城区,经验不限,初中",[3人],1千8-2千6/月
池州中诚保安服务有限公司,保安人员,"贵池区,1年以下,初中",[3人],面议
池州中诚保安服务有限公司,保安,"贵池区,1年以下,初中",[3人],面议
安徽金砂环保科技有限公司,铲车驾驶员,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽金砂环保科技有限公司,普工,"贵池区,经验不限,初中",[若干人],3千-6千/月
安徽金砂环保科技有限公司,车间主任,"贵池区,经验不限,学历不限",[2人],面议
安徽金砂环保科技有限公司,保洁员,"贵池区,经验不限,学历不限",[若干人],面议
池州淘车无忧汽车管理服务有限公司,市场车源,"贵池区/城区,经验不限,学历不限",[若干人],2千5-4千/月
池州淘车无忧汽车管理服务有限公司,销售,"贵池区,经验不限,高中",[10人],2千5-5千/月
安徽林杰建筑工程有限公司,二级市政建造师,"贵池区/城区,经验不限,学历不限",[若干人],面议
九华天池风景区,水电工,"贵池区,3-5年,学历不限",[1人],面议
九华天池风景区,驾驶员,"贵池区,3-5年,学历不限",[若干人],2千-2千3/月
九华天池风景区,前台售票,"贵池区/乡镇,经验不限,高中",[2人],2千2/月
九华天池风景区,景区讲解员,"贵池区/乡镇,经验不限,高中",[10人],3千-4千/月
九华天池风景区,旅行社计调,"贵池区/乡镇,1-3年,大专",[2人],2千8-3千/月
北京外企人力资源服务安徽分公司,客服岗位,"贵池区,经验不限,大专",[40人],3千-5千/月
池州市贵池区文博课外教育中心有限公司,钢笔字老师,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市贵池区文博课外教育中心有限公司,语数英老师,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市贵池区文博课外教育中心有限公司,高薪诚聘语数英物化教师,"贵池区/城区,经验不限,学历不限",[若干人],2千5-5千/月
池州市贵池区文博课外教育中心有限公司,语数英物化教师,"贵池区/城区,经验不限,学历不限",[若干人],面议
贵池区祥记烤鸭店,大堂经理，服务员，传菜员，勤杂工等,"贵池区,经验不限,学历不限",[若干人],3千-5千/月
安徽上恒电气成套设备有限公司,急招 电气工程师 PLC编程员,"贵池区,3-5年,大专",[2人],3千5-7千/月
安徽上恒电气成套设备有限公司,文员,"贵池区,经验不限,大专",[1人],2千5-3千3/月
安徽升辉检测有限公司,防雷检测和会计,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽升辉检测有限公司,防雷检测,"贵池区/城区,经验不限,学历不限",[若干人],3千-5千/月
安徽升辉检测有限公司,业务经理,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽升辉检测有限公司,防雷检测,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
池州市智天下信息技术服务有限公司,无责底薪客服专员,"贵池区,经验不限,学历不限",[20人],3千-5千/月
池州九华光学仪器有限公司,业务经理助理,"贵池区/城区,经验不限,大专",[1人],3千-5千/月
池州九华光学仪器有限公司,采购,"贵池区,经验不限,学历不限",[1人],3千-5千/月
池州美佳财务咨询有限公司,发传单扫码,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州美佳财务咨询有限公司,艺考招生老师,"贵池区/城区,经验不限,学历不限",[若干人],2千8-5千/月
池州美佳财务咨询有限公司,客服咨询老师,"贵池区/城区,经验不限,学历不限",[2人],2千-3千/月
中国太平洋财产保险股份有限公司池州中心支公司,综合内勤,"青阳县,1-3年,大专",[1人],4千-6千/月
中国太平洋财产保险股份有限公司池州中心支公司,个代组训,"青阳县,经验不限,大专",[1人],5千-8千/月
安徽省池州市海峡假日酒店有限公司,前台收银员,"贵池区/城区,经验不限,高中",[若干人],2千6-3千5/月
安徽省池州市海峡假日酒店有限公司,店员,"贵池区,经验不限,学历不限",[若干人],面议
安徽省池州市海峡假日酒店有限公司,餐厅区域卫生大姐,"贵池区,经验不限,学历不限",[若干人],1千8-1千9/月
安徽省池州市海峡假日酒店有限公司,客房部保洁大姐,"贵池区/城区,经验不限,学历不限",[若干人],1千8-1千9/月
池州市艺轩广告经营部,广告设计,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽茶溪建设开发有限公司青阳县茶溪小镇酒店,财务主管,"青阳县,经验不限,学历不限",[2人],面议
安徽茶溪建设开发有限公司青阳县茶溪小镇酒店,前厅接待,"贵池区,经验不限,学历不限",[若干人],2千3-2千6/月
安徽茶溪建设开发有限公司青阳县茶溪小镇酒店,餐饮部厨师长,"青阳县,1-3年,学历不限",[1人],面议
安徽茶溪建设开发有限公司青阳县茶溪小镇酒店,水电工,"青阳县,1-3年,学历不限",[若干人],面议
安徽茶溪建设开发有限公司青阳县茶溪小镇酒店,餐厅传菜生,"青阳县,经验不限,学历不限",[若干人],面议
安徽文星人力资源服务有限公司,行政文员,"贵池区/城区,经验不限,学历不限",[若干人],2千-3千/月
安徽文星人力资源服务有限公司,行政文员,"贵池区,经验不限,大专",[2人],2千-3千/月
安徽泰润公路工程有限公司,工程师,"贵池区,1-3年,大专",[2人],面议
池州市房天下房产经纪有限公司,房产经纪人,"贵池区,经验不限,学历不限",[若干人],面议
池州市房天下房产经纪有限公司,二手房售后,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市房天下房产经纪有限公司,销售经理,"贵池区,1-3年,学历不限",[5人],1万-2万/月
池州市房天下房产经纪有限公司,销售,"贵池区,经验不限,学历不限",[20人],5千-8千/月
瑶池足道,服务员,"贵池区/城区,经验不限,学历不限",[若干人],2千8-3千/月
瑶池足道,客服主管,"贵池区/城区,经验不限,学历不限",[若干人],2千8-5千6/月
池州市太阳岛教育,小学作文,"贵池区,经验不限,学历不限",[若干人],3千-6千/月
池州市太阳岛教育,英语教师,"贵池区,经验不限,学历不限",[若干人],3千-6千/月
安徽中讯华图教育文化发展有限公司,渠道专员,"贵池区,经验不限,本科",[3人],面议
安徽中讯华图教育文化发展有限公司,咨询师,"贵池区/城区,经验不限,大专",[3人],面议
池州上韵文化传媒有限公司,文案,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州上韵文化传媒有限公司,微信公众号维护,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市鼎峰网络科技有限公司,网页设计/制作,"贵池区/城区,1-3年,大专",[4人],2千5-5千/月
池州市鼎峰网络科技有限公司,淘宝美工,"贵池区/城区,经验不限,学历不限",[4人],2千-4千/月
池州市鼎峰网络科技有限公司,淘宝店铺运营,"贵池区,1-3年,大专",[1人],3千-6千/月
池州市鼎峰网络科技有限公司,店铺推广,"贵池区,1-3年,学历不限",[2人],2千-4千/月
池州市捷运彩票营销策划有限公司,销售员,"贵池区,经验不限,学历不限",[1人],面议
合肥道远通信工程有限公司,网络工程师,"贵池区,经验不限,大专",[2人],面议
合肥道远通信工程有限公司,施工人员,"贵池区/城区,经验不限,学历不限",[2人],面议
池州众丰现代农业发展有限公司,驾驶员,"贵池区,经验不限,学历不限",[1人],面议
池州众丰现代农业发展有限公司,铲车工,"贵池区,1-3年,学历不限",[5人],3千5-5千/月
池州百信医院,药房药师,"贵池区,经验不限,大专",[若干人],面议
池州百信医院,各科室医师,"贵池区,1-3年,本科",[16人],面议
池州百信医院,收费员,"贵池区,经验不限,学历不限",[6人],面议
池州百信医院,办公室文员,"贵池区,经验不限,大专",[若干人],面议
池州百信医院,企宣文案,"贵池区,经验不限,学历不限",[1人],面议
池州百信医院,前台接待,"贵池区,经验不限,学历不限",[若干人],面议
池州百信医院,护士,"贵池区,1-3年,大专",[若干人],面议
池州百信医院,护士长,"贵池区,1年以下,大专",[若干人],面议
安徽大匠建设工程有限公司,招二级水利建造师.   市政建造师,"贵池区,1-3年,中专",[5人],面议
安徽大匠建设工程有限公司,工程预算员,"贵池区,3-5年,大专",[5人],面议
安徽大匠建设工程有限公司,工程预算员,"贵池区,经验不限,学历不限",[若干人],面议
高生源蜂业,打包工 办公室人员,"贵池区,3-5年,高中",[5人],2千5-3千/月
高生源蜂业,包装工数名,"贵池区,经验不限,高中",[2人],面议
高生源蜂业,办公室客服人员一名,"贵池区,经验不限,大专",[若干人],2千5-3千/月
高生源蜂业,招聘淘宝美工，客服，运营等职位,"贵池区,经验不限,学历不限",[10人],2千-3千5/月
高生源蜂业,招聘淘宝客服，美工，运营,"贵池区,经验不限,大专",[5人],2千5-5千/月
池州智汇紫牛人才服务有限公司,项目咨询师,"贵池区,1-3年,大专",[8人],5千-6千/月
池州智汇紫牛人才服务有限公司,环境技术人员,"贵池区,1-3年,本科",[10人],6千-8千/月
池州徐园生态酒店管理有限公司,服务员,"贵池区,经验不限,学历不限",[若干人],2千-3千/月
池州徐园生态酒店管理有限公司,销售经理,"贵池区,经验不限,学历不限",[若干人],4千-5千/月
池州富林汽车销售有限公司,维修师傅,"贵池区,经验不限,学历不限",[若干人],面议
池州富林汽车销售有限公司,文员,"贵池区,经验不限,学历不限",[若干人],面议
安徽璟辰建筑设计,设计师及设计学员,"贵池区,经验不限,学历不限",[6人],3千-6千/月
安徽璟辰建筑设计,客服,"贵池区,经验不限,学历不限",[6人],3千-5千/月
池州市贵池区至诚科技服务中心,技术员,"贵池区,经验不限,学历不限",[若干人],面议
海上天足浴会所,技师部部长,"贵池区/城区,经验不限,学历不限",[若干人],面议
海上天足浴会所,足疗技师,"贵池区/城区,经验不限,学历不限",[若干人],5千-1万/月
海上天足浴会所,服务员,"贵池区/城区,经验不限,学历不限",[若干人],1千8-3千2/月
池州山水间醉里头微酒店有限公司,前台,"贵池区,经验不限,中专",[2人],面议
池州山水间醉里头微酒店有限公司,客房服务员,"贵池区,经验不限,初中",[2人],2千2-2千5/月
池州山水间醉里头微酒店有限公司,保洁员,"贵池区,经验不限,学历不限",[2人],2千2-2千5/月
池州山水间醉里头微酒店有限公司,厨娘,"贵池区,经验不限,学历不限",[2人],2千-2千5/月
池州山水间醉里头微酒店有限公司,住店管家,"贵池区,经验不限,学历不限",[2人],面议
池州市开晨商贸有限公司,股票交易员,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州华奔汽贸有限公司,销售顾问,"贵池区,经验不限,学历不限",[1人],面议
池州华奔汽贸有限公司,销售经理,"贵池区,经验不限,学历不限",[1人],面议
思必克教育,培训机构老师,"贵池区,经验不限,大专",[2人],面议
北京聚才振邦企业管理顾问有限公司,档案整理员,"贵池区,经验不限,高中",[20人],2千6-4千/月
安徽天胜大药房连锁有限公司,营业员,"贵池区,经验不限,中专",[20人],2千5-4千/月
池州山立分子筛有限公司,工厂管理人员,"贵池区/乡镇,3-5年,大专",[3人],3千5-6千/月
池州山立分子筛有限公司,高薪诚聘机修,"贵池区,经验不限,学历不限",[2人],面议
池州山立分子筛有限公司,电工,"贵池区/乡镇,1-3年,高中",[2人],3千5-5千/月
池州山立分子筛有限公司,工艺技术员,"贵池区/乡镇,1-3年,大专",[3人],3千5-4千5/月
池州山立分子筛有限公司,高薪急聘夫妻档普工,"贵池区/乡镇,经验不限,学历不限",[6人],3千5-4千5/月
池州山边徐农业发展有限公司,餐厅领班,"贵池区,经验不限,学历不限",[若干人],3千-4千/月
池州山边徐农业发展有限公司,服务员,"贵池区,经验不限,学历不限",[若干人],2千8-3千5/月
池州山边徐农业发展有限公司,餐饮销售顾问,"贵池区,经验不限,学历不限",[若干人],3千-4千/月
池州山边徐农业发展有限公司,厨师,"贵池区,经验不限,学历不限",[若干人],6千-7千/月
池州山边徐农业发展有限公司,后厨行政主管,"贵池区,1-3年,高中",[1人],4千-5千/月
池州市善福文化传媒有限公司,高兴诚聘前台接待,"贵池区,经验不限,学历不限",[若干人],2千5-5千/月
池州市善福文化传媒有限公司,汽车销售,"贵池区,经验不限,学历不限",[若干人],5千-8千/月
池州二亮建筑装饰工程有限公司,客服部经理,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州二亮建筑装饰工程有限公司,诚聘应届生实习设计师,"贵池区,经验不限,高中",[若干人],面议
池州二亮建筑装饰工程有限公司,工程质检,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州二亮建筑装饰工程有限公司,高新诚聘客服 销售,"贵池区,经验不限,高中",[15人],面议
池州二亮建筑装饰工程有限公司,客服 销售,"贵池区,无经验,大专",[10人],3千-5千/月
池州初润电子商务有限公司,电商仓库管理员,"贵池区,3-5年,高中",[2人],3千-5千/月
池州初润电子商务有限公司,淘宝主播,"贵池区,经验不限,学历不限",[1人],面议
池州初润电子商务有限公司,电子商务在线客服,"贵池区/城区,1-3年,大专",[2人],2千-3千/月
池州初润电子商务有限公司,天猫美工,"贵池区/城区,3-5年,大专",[1人],3千-5千/月
粥小宝粥铺,淘宝美工设计师,"贵池区/城区,经验不限,学历不限",[若干人],2千6-4千5/月
安徽路迈尔环境科技有限公司,电话销售,"贵池区,经验不限,学历不限",[若干人],5千-1万/月
贵池区明朗花店,文员,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽四禾文化传媒有限公司,文员,"贵池区/城区,经验不限,学历不限",[若干人],3千-4千/月
安徽四禾文化传媒有限公司,平面设计师/美工,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
安徽省池州市翠微酒业有限公司,驾驶员,"贵池区,1-3年,高中",[2人],2千2-3千/月
池州恋家建材店,营业员,"贵池区/城区,经验不限,学历不限",[若干人],2千-4千/月
池州恋家建材店,导购员,"贵池区/城区,经验不限,学历不限",[若干人],2千-4千/月
童乐体育有限公司,体能教练员,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
童乐体育有限公司,体智能哥哥,"贵池区/城区,经验不限,学历不限",[若干人],3千5-7千/月
伊晗母婴销售中心,市场维护,"贵池区,1-3年,学历不限",[3人],2千5-5千/月
中国人保财险池州市分公司,人保电话续保专员,"贵池区,经验不限,大专",[3人],面议
安徽德斯兰卡铝业科技有限公司,电销业务员,"贵池区,经验不限,大专",[5人],面议
安徽德斯兰卡铝业科技有限公司,销售客服专员,"贵池区,经验不限,学历不限",[10人],4千-6千/月
池州市凤园电子商务有限公司,急聘电商运营/美工/客服,"贵池区/城区,经验不限,学历不限",[20人],3千-5千/月
池州市凤园电子商务有限公司,电商会计,"贵池区,经验不限,大专",[1人],2千8-5千/月
池州市凤园电子商务有限公司,招应届毕业生（客服，美工，运营）,"贵池区/城区,经验不限,学历不限",[20人],面议
池州市凤园电子商务有限公司,淘宝主播,"贵池区,经验不限,学历不限",[1人],3千-5千/月
池州市凤园电子商务有限公司,电商客服,"贵池区,1-3年,高中",[1人],2千8-5千/月
安徽艾可蓝环保股份有限公司,人事专员,"贵池区,经验不限,学历不限",[若干人],面议
安徽艾可蓝环保股份有限公司,工艺工程师,"贵池区,经验不限,学历不限",[若干人],面议
安徽艾可蓝环保股份有限公司,应用工程师,"贵池区,经验不限,学历不限",[若干人],面议
安徽艾可蓝环保股份有限公司,试验工程师,"贵池区,经验不限,学历不限",[若干人],面议
安徽艾可蓝环保股份有限公司,标定工程师,"贵池区,经验不限,学历不限",[若干人],面议
贵池区攀成钢小郡肝串串香店,服务员,"贵池区,经验不限,学历不限",[若干人],2千4-3千/月
安徽正德人力资源咨询有限公司池州分公司,移动客服,"贵池区,经验不限,学历不限",[若干人],2千-4千/月
安徽正德人力资源咨询有限公司池州分公司,移动宽带装维员,"贵池区,经验不限,学历不限",[若干人],3千-5千/月
安徽正德人力资源咨询有限公司池州分公司,移动客户经理,"贵池区,经验不限,学历不限",[若干人],2千2-4千/月
池州酷购文化传媒有限公司,市场运营,"贵池区,经验不限,学历不限",[10人],面议
安徽人人新能源汽车销售服务有限公司,销售顾问,"贵池区/城区,经验不限,学历不限",[若干人],面议
龙鼎装饰,主案设计师,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
合肥星空投资管理有限公司池州分公司,客户经理,"贵池区,1年以下,大专",[2人],面议
合肥星空投资管理有限公司池州分公司,内容编辑,"贵池区,1年以下,大专",[1人],2千5-5千/月
安徽尚豪齿轮科技有限公司,销售助理,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽尚豪齿轮科技有限公司,质检员,"贵池区,经验不限,学历不限",[若干人],面议
安徽尚豪齿轮科技有限公司,采购员,"贵池区,经验不限,学历不限",[若干人],面议
安徽尚豪齿轮科技有限公司,组装工,"贵池区,经验不限,学历不限",[若干人],面议
安徽尚豪齿轮科技有限公司,CNC机床操作工,"贵池区,经验不限,学历不限",[6人],面议
安徽朗盛电力科技有限公司,主办会计,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽朗盛电力科技有限公司,电气成套组装技术人员,"贵池区,经验不限,大专",[4人],2千5-5千/月
安徽朗盛电力科技有限公司,电气成套组装技术人员,"贵池区/城区,经验不限,学历不限",[若干人],2千5-5千/月
池州市光影传奇文化传媒有限公司,网络推广员,"贵池区,经验不限,高中",[3人],2千5-5千/月
池州市光影传奇文化传媒有限公司,网络主播,"贵池区,经验不限,学历不限",[若干人],面议
池州市光影传奇文化传媒有限公司,主播5000+,"贵池区,经验不限,学历不限",[50人],3千-6千/月
南京腾文工程咨询有限公司,二级建造师,"贵池区,经验不限,学历不限",[若干人],面议
南京腾文工程咨询有限公司,中级职称,"贵池区,经验不限,学历不限",[若干人],面议
池州市九华社会工作服务中心,项目主管1名/方案文员4名/见习岗位1名,"贵池区/城区,1-3年,大专",[4人],3千-5千/月
梅街镇刘街卫生院,医生,"贵池区,1-3年,学历不限",[2人],面议
梅街镇刘街卫生院,护士,"贵池区,1-3年,大专",[2人],面议
池州市汇景幼儿园,池州市汇景幼儿园招聘幼师,"贵池区,经验不限,学历不限",[若干人],面议
铭仕娱乐中心,台球会所主管,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州伊人梦婚纱摄影,前台接待,"贵池区,经验不限,高中",[5人],面议
池州伊人梦婚纱摄影,门市销售,"贵池区,经验不限,高中",[5人],面议
安徽鼎立工程机械科技有限公司,出纳,"贵池区,1-3年,大专",[1人],面议
池州市纵横房地产经纪有限公司,房产经纪人,"贵池区/城区,1-3年,中专",[10人],面议
池州市纵横房地产经纪有限公司,文员（    池州市房地产经纪行业协会代招）,"贵池区,1-3年,大专",[1人],2千2/月
池州市纵横房地产经纪有限公司,策划执行、招商专员、置业顾问,"贵池区/城区,经验不限,学历不限",[5人],2千-4千/月
安徽金水建筑工程有限公司,房建二级建造师,"贵池区,经验不限,大专",[2人],面议
池州市踏歌舞蹈艺术培训有限公司,课程顾问,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市邦鼐机电科技有限公司,质量工程师,"贵池区/乡镇,经验不限,学历不限",[若干人],3千5-5千/月
池州市邦鼐机电科技有限公司,机械工程师,"贵池区/乡镇,经验不限,学历不限",[若干人],3千5-5千/月
池州市邦鼐机电科技有限公司,内外圆磨工,"贵池区/城区,经验不限,学历不限",[若干人],2千5-5千/月
池州市邦鼐机电科技有限公司,加工中心操作工,"贵池区/城区,经验不限,学历不限",[若干人],2千5-5千/月
池州市邦鼐机电科技有限公司,绘图员,"贵池区/城区,1-3年,学历不限",[若干人],2千5-5千/月
池州市鑫荣房地产经济有限公司,项目策划,"贵池区,经验不限,本科",[若干人],3千-5千/月
池州市鑫荣房地产经济有限公司,项目专员,"贵池区,经验不限,本科",[5人],3千-5千/月
平天湖风景区悦容汇美容中心,店长,"贵池区,3-5年,学历不限",[2人],6千-1万2/月
平天湖风景区悦容汇美容中心,美容师,"贵池区,经验不限,学历不限",[10人],4千-8千/月
上海赏远置业有限公司,案场销售,"青阳县,经验不限,学历不限",[10人],3千5-7千/月
上海赏远置业有限公司,策划助理,"青阳县,经验不限,大专",[2人],4千-8千/月
东至房地产开发有限公司,销售顾问/高级销售顾问,"青阳县,经验不限,大专",[20人],5千-1万/月
东至房地产开发有限公司,行政专员,"青阳县,经验不限,大专",[若干人],3千5-6千/月
贵州卡布国际护理品营销有限公司,驻地业务员,"青阳县,1-3年,学历不限",[2人],2千1-4千/月
贵州卡布国际护理品营销有限公司,驻地业务员,"贵池区,1-3年,学历不限",[2人],2千1-4千/月
贵州卡布国际护理品营销有限公司,驻地业务员,"东至县,1-3年,学历不限",[若干人],2千1-4千/月
安徽黄埔驾驶培训有限公司,公司文案,"贵池区,1-3年,大专",[1人],3千5-5千/月
安徽黄埔驾驶培训有限公司,教练员,"贵池区,3-5年,中专",[5人],面议
池州云之舞艺术中心,中国舞老师（全职兼职皆可）,"贵池区,经验不限,学历不限",[若干人],面议
慕蓝卡烘焙坊,导购员,"贵池区/城区,经验不限,学历不限",[若干人],面议
慕蓝卡烘焙坊,学徒,"贵池区/城区,经验不限,学历不限",[若干人],面议
慕蓝卡烘焙坊,学徒,"贵池区/城区,经验不限,学历不限",[若干人],面议
慕蓝卡烘焙坊,导购员,"贵池区/城区,经验不限,学历不限",[若干人],2千-3千/月
池州市同辉旅馆有限公司,前台收银,"贵池区/城区,经验不限,学历不限",[若干人],面议
